StationID,StationName,InstallationDate,LocationID
USC00086078,"NAPLES, FL US",2020-01-01,729
US1FLLK0046,"CLERMONT 6.5 S, FL US",2020-01-01,730
US1FLSS0102,"VENICE 4.2 ESE, FL US",2020-01-01,731
US1FLLK0044,"PAISLEY 2.4 E, FL US",2020-01-01,732
US1FLSS0100,"VENICE 4.9 SSE, FL US",2020-01-01,733
US1FLLK0049,"CLERMONT 12.7 SSE, FL US",2020-01-01,734
US1FLLK0048,"TAVARES 0.4 SSE, FL US",2020-01-01,735
US1FLSL0054,"JENSEN BEACH 4.1 NNE, FL US",2020-01-01,736
US1FLLK0043,"LADY LAKE 4.0 ESE, FL US",2020-01-01,737
US1FLLK0042,"CLERMONT 4.1 S, FL US",2020-01-01,738
US1FLSL0059,"FORT PIERCE 5.8 SSE, FL US",2020-01-01,739
US1FLLK0041,"LEESBURG 5.5 S, FL US",2020-01-01,740
US1FLSL0058,"PORT ST. LUCIE 4.7 N, FL US",2020-01-01,741
US1FLDV0026,"JACKSONVILLE 7.3 SW, FL US",2020-01-01,742
US1FLCR0071,"NAPLES MANOR 2.3 ENE, FL US",2020-01-01,743
US1FLPN0079,"ST. PETERSBURG 2.2 N, FL US",2020-01-01,744
US1FLHY0013,"CLEWISTON 13.4 WSW, FL US",2020-01-01,745
US1FLDV0028,"JACKSONVILLE 3.8 ESE, FL US",2020-01-01,746
US1FLCR0075,"EAST NAPLES 2.0 ENE, FL US",2020-01-01,747
US1FLHY0011,"LABELLE 1.5 ENE, FL US",2020-01-01,748
US1FLPN0071,"PALM HARBOR 1.0 S, FL US",2020-01-01,749
US1FLCR0077,"NAPLES 2.9 SSE, FL US",2020-01-01,750
US1FLPN0074,"ST. PETERSBURG 1.6 WNW, FL US",2020-01-01,751
US1FLPN0077,"SEMINOLE 3.3 WNW, FL US",2020-01-01,752
USC00086092,"NETTLES ISLAND, FL US",2020-01-01,753
USC00089120,"USHER TOWER, FL US",2020-01-01,754
USC00081641,"CLERMONT 9 S, FL US",2020-01-01,755
USW00012818,"BROOKSVILLE HERNANDO CO AIRPORT, FL US",2020-01-01,756
US1FLBK0007,"MACCLENNY 4.9 SSW, FL US",2020-01-01,757
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",2020-01-01,758
US1FLBK0006,"GLEN ST. MARY 1.7 N, FL US",2020-01-01,759
US1FLCR0062,"GOLDEN GATE 2.2 SW, FL US",2020-01-01,760
USW00012812,"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",2020-01-01,761
US1FLPN0060,"ST. PETERSBURG 4.5 NW, FL US",2020-01-01,762
US1FLSJ0004,"ST. AUGUSTINE SOUTH 2.1 SSW, FL US",2020-01-01,763
US1FLCR0067,"AVE MARIA 2.3 SSW, FL US",2020-01-01,764
US1FLBK0005,"GLEN ST. MARY 4.4 SW, FL US",2020-01-01,765
US1FLBK0003,"SANDERSON 4.9 NNW, FL US",2020-01-01,766
USW00012819,"LEESBURG MUNICIPAL AIRPORT, FL US",2020-01-01,767
